measurement_id,motor_id,timestamp,temperature,courant,vibration,acceleration,thdi,thdu,vitesse,cosphi,Alert_Status,alert_parameter,alert_code
10033,13,2025-04-22 12:15:00,34.6917,104.525,0.513231,0.325439,0.0,0.0,1501.27,0.85,NORMAL,,
10053,13,2025-04-22 12:30:00,37.838,95.3494,0.615536,0.3829,0.0,0.0,1487.55,0.85,NORMAL,,
10073,13,2025-04-22 12:45:00,37.0968,94.3249,0.637095,0.406858,0.0,0.0,1490.64,0.85,NORMAL,,
10093,13,2025-04-22 13:00:00,40.5977,96.9633,0.778599,0.325032,0.0,0.0,1493.13,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
10113,13,2025-04-22 13:15:00,38.8049,98.625,0.469445,0.434682,0.0,0.0,1496.34,0.85,NORMAL,,
10133,13,2025-04-22 13:30:00,28.4894,102.298,0.42934,0.185763,0.0,0.0,1497.79,0.85,NORMAL,,
10153,13,2025-04-22 13:45:00,42.8796,106.837,0.7135,0.252214,0.0,0.0,1494.79,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
10173,13,2025-04-22 14:00:00,31.3982,97.2983,0.435494,0.228822,0.0,0.0,1489.24,0.85,NORMAL,,
10193,13,2025-04-22 14:15:00,38.9062,103.024,0.529632,0.17582,0.0,0.0,1495.6,0.85,NORMAL,,
10213,13,2025-04-22 14:30:00,24.8255,93.3484,0.867412,0.441634,0.0,0.0,1492.86,0.85,NORMAL,,
10233,13,2025-04-22 14:45:00,35.6164,92.8546,0.564224,0.318222,0.0,0.0,1494.9,0.85,NORMAL,,
10253,13,2025-04-22 15:00:00,34.1159,104.706,0.785039,0.27922,0.0,0.0,1491.25,0.85,NORMAL,,
10273,13,2025-04-22 15:15:00,26.338,98.5577,0.782217,0.235492,0.0,0.0,1499.69,0.85,NORMAL,,
10293,13,2025-04-22 15:30:00,37.5469,102.915,0.708798,0.207744,0.0,0.0,1494.97,0.85,NORMAL,,
10313,13,2025-04-22 15:45:00,34.5808,90.2952,0.79092,0.350882,0.0,0.0,1484.98,0.85,NORMAL,,
10333,13,2025-04-22 16:00:00,29.6772,97.7542,1.04475,0.336917,0.0,0.0,1503.99,0.85,ALERT,vibration,ALERT_13_VIBRATION
10353,13,2025-04-22 16:15:00,30.4679,103.311,0.95429,0.28251,0.0,0.0,1492.05,0.85,NORMAL,,
10373,13,2025-04-22 16:30:00,39.7657,99.3017,1.00596,0.238368,0.0,0.0,1494.67,0.85,ALERT,vibration,ALERT_13_VIBRATION
10393,13,2025-04-22 16:45:00,34.5367,98.4231,0.730522,0.191452,0.0,0.0,1493.24,0.85,NORMAL,,
10413,13,2025-04-23 07:00:00,35.4705,96.4605,0.849786,0.205797,0.0,0.0,1497.49,0.85,NORMAL,,
10433,13,2025-04-23 07:15:00,30.7839,89.8611,0.729407,0.325262,0.0,0.0,1493.69,0.85,NORMAL,,
10453,13,2025-04-23 07:30:00,41.3239,89.73,0.497213,0.414348,0.0,0.0,1496.46,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
10473,13,2025-04-23 07:45:00,32.9193,100.965,0.648564,0.461471,0.0,0.0,1487.24,0.85,NORMAL,,
10493,13,2025-04-23 08:00:00,31.2877,99.4403,1.1383,0.46342,0.0,0.0,1496.86,0.85,ALERT,vibration,ALERT_13_VIBRATION
10513,13,2025-04-23 08:15:00,33.3736,94.9029,0.504038,0.173948,0.0,0.0,1492.58,0.85,NORMAL,,
10533,13,2025-04-23 08:30:00,25.995,95.92,0.796882,0.0970542,0.0,0.0,1496.88,0.85,NORMAL,,
10553,13,2025-04-23 08:45:00,38.2404,96.5051,1.08851,0.343973,0.0,0.0,1497.96,0.85,ALERT,vibration,ALERT_13_VIBRATION
10573,13,2025-04-23 09:00:00,35.7081,96.2302,0.524053,0.233836,0.0,0.0,1497.32,0.85,NORMAL,,
10593,13,2025-04-23 09:15:00,34.4608,94.3385,0.769324,0.327461,0.0,0.0,1492.72,0.85,NORMAL,,
10613,13,2025-04-23 09:30:00,42.8925,107.238,0.59527,0.0986439,0.0,0.0,1496.7,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
10633,13,2025-04-23 09:45:00,34.0943,101.028,0.683924,0.287227,0.0,0.0,1491.27,0.85,NORMAL,,
10653,13,2025-04-23 10:00:00,26.8331,98.861,0.74791,0.174861,0.0,0.0,1502.14,0.85,NORMAL,,
10673,13,2025-04-23 10:15:00,34.8225,95.6563,0.353753,0.0977901,0.0,0.0,1491.55,0.85,NORMAL,,
10693,13,2025-04-23 10:30:00,34.6678,95.1184,1.06862,0.265074,0.0,0.0,1495.05,0.85,ALERT,vibration,ALERT_13_VIBRATION
10713,13,2025-04-23 10:45:00,35.033,96.3914,0.734051,0.359434,0.0,0.0,1487.76,0.85,NORMAL,,
10733,13,2025-04-23 11:00:00,36.4873,101.401,0.439942,0.144099,0.0,0.0,1498.05,0.85,NORMAL,,
10753,13,2025-04-23 11:15:00,36.1416,99.24,0.778964,0.169571,0.0,0.0,1487.4,0.85,NORMAL,,
10773,13,2025-04-23 11:30:00,43.7749,91.8188,0.519196,0.237232,0.0,0.0,1499.97,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
10793,13,2025-04-23 11:45:00,40.9395,88.2431,0.523275,0.391544,0.0,0.0,1489.86,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
10813,13,2025-04-23 12:00:00,33.3648,96.1722,0.465182,0.192485,0.0,0.0,1498.69,0.85,NORMAL,,
10833,13,2025-04-23 12:15:00,38.8541,90.678,0.508779,0.13687,0.0,0.0,1488.49,0.85,NORMAL,,
10853,13,2025-04-23 12:30:00,45.1941,90.883,0.77241,0.322647,0.0,0.0,1490.87,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
10873,13,2025-04-23 12:45:00,22.5369,106.466,0.994751,0.529468,0.0,0.0,1482.08,0.85,ALERT,acceleration,ALERT_13_ACCELERATION
10893,13,2025-04-23 13:00:00,32.6083,99.2259,0.87896,0.238648,0.0,0.0,1492.96,0.85,NORMAL,,
10913,13,2025-04-23 13:15:00,30.5274,96.849,0.500141,0.197923,0.0,0.0,1489.04,0.85,NORMAL,,
10933,13,2025-04-23 13:30:00,27.7913,96.4365,0.769025,0.2462,0.0,0.0,1492.75,0.85,NORMAL,,
10953,13,2025-04-23 13:45:00,33.4777,102.686,0.645784,0.42859,0.0,0.0,1493.91,0.85,NORMAL,,
10973,13,2025-04-23 14:00:00,34.7234,93.1667,0.543948,0.321585,0.0,0.0,1494.98,0.85,NORMAL,,
10993,13,2025-04-23 14:15:00,32.0126,96.9735,0.247957,0.241837,0.0,0.0,1498.23,0.85,NORMAL,,
11013,13,2025-04-23 14:30:00,21.7606,99.5354,0.194693,0.200834,0.0,0.0,1488.84,0.85,NORMAL,,
11033,13,2025-04-23 14:45:00,31.095,103.155,1.03423,0.285701,0.0,0.0,1499.12,0.85,ALERT,vibration,ALERT_13_VIBRATION
11053,13,2025-04-23 15:00:00,25.9818,93.4023,1.07757,0.128322,0.0,0.0,1495.12,0.85,ALERT,vibration,ALERT_13_VIBRATION
11073,13,2025-04-23 15:15:00,42.3429,107.108,0.929656,0.541822,0.0,0.0,1487.92,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
11093,13,2025-04-23 15:30:00,34.1812,104.88,0.659062,0.180137,0.0,0.0,1488.45,0.85,NORMAL,,
11113,13,2025-04-23 15:45:00,34.6703,98.7186,0.901577,0.283788,0.0,0.0,1494.26,0.85,NORMAL,,
11133,13,2025-04-23 16:00:00,45.0215,88.7767,1.13316,0.351385,0.0,0.0,1498.89,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
11153,13,2025-04-23 16:15:00,41.3179,104.214,0.596835,0.396755,0.0,0.0,1497.99,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
11173,13,2025-04-23 16:30:00,37.6772,107.052,0.886375,0.280553,0.0,0.0,1479.43,0.85,NORMAL,,
11193,13,2025-04-23 16:45:00,30.4025,95.7906,0.513746,0.147995,0.0,0.0,1491.76,0.85,NORMAL,,
11213,13,2025-04-24 07:00:00,31.1337,109.202,0.723996,0.317299,0.0,0.0,1495.27,0.85,NORMAL,,
11233,13,2025-04-24 07:15:00,30.8351,91.2523,0.573016,0.200645,0.0,0.0,1487.37,0.85,NORMAL,,
11253,13,2025-04-24 07:30:00,36.3645,104.858,0.807607,0.21612,0.0,0.0,1502.83,0.85,NORMAL,,
11273,13,2025-04-24 07:45:00,36.316,103.484,0.807632,0.316065,0.0,0.0,1491.7,0.85,NORMAL,,
11293,13,2025-04-24 08:00:00,45.9472,101.382,0.762767,0.386141,0.0,0.0,1505.77,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
11313,13,2025-04-24 08:15:00,29.3251,90.8491,0.752333,0.474466,0.0,0.0,1489.13,0.85,NORMAL,,
11333,13,2025-04-24 08:30:00,36.5368,95.259,0.899902,0.193476,0.0,0.0,1490.29,0.85,NORMAL,,
11353,13,2025-04-24 08:45:00,31.487,94.5714,0.412579,0.240874,0.0,0.0,1491.04,0.85,NORMAL,,
11373,13,2025-04-24 09:00:00,38.4624,105.319,0.890527,0.0203969,0.0,0.0,1497.19,0.85,NORMAL,,
11393,13,2025-04-24 09:15:00,39.7028,100.752,1.00907,0.259876,0.0,0.0,1501.05,0.85,ALERT,vibration,ALERT_13_VIBRATION
11413,13,2025-04-24 09:30:00,34.5687,93.3301,1.06031,0.713431,0.0,0.0,1494.12,0.85,ALERT,vibration,ALERT_13_VIBRATION
11433,13,2025-04-24 09:45:00,43.105,98.2621,0.89265,0.338642,0.0,0.0,1489.17,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
11453,13,2025-04-24 10:00:00,31.128,98.3894,0.575284,0.0260281,0.0,0.0,1499.75,0.85,NORMAL,,
11473,13,2025-04-24 10:15:00,30.8282,98.4771,0.700792,0.323755,0.0,0.0,1498.24,0.85,NORMAL,,
11493,13,2025-04-24 10:30:00,36.6979,94.9603,0.656216,0.299283,0.0,0.0,1497.2,0.85,NORMAL,,
11513,13,2025-04-24 10:45:00,29.6526,99.0979,0.825066,0.241914,0.0,0.0,1500.28,0.85,NORMAL,,
11533,13,2025-04-24 11:00:00,39.8665,91.2467,0.840778,0.41397,0.0,0.0,1504.68,0.85,NORMAL,,
11553,13,2025-04-24 11:15:00,39.2404,96.8611,0.488093,0.317753,0.0,0.0,1492.07,0.85,NORMAL,,
11573,13,2025-04-24 11:30:00,26.2972,96.2081,1.09399,0.321677,0.0,0.0,1495.79,0.85,ALERT,vibration,ALERT_13_VIBRATION
11593,13,2025-04-24 11:45:00,35.7903,101.641,0.724943,0.171166,0.0,0.0,1496.84,0.85,NORMAL,,
11613,13,2025-04-24 12:00:00,43.3896,92.934,0.876432,0.266929,0.0,0.0,1501.55,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
11633,13,2025-04-24 12:15:00,43.1798,102.696,0.587522,0.206721,0.0,0.0,1491.85,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
11653,13,2025-04-24 12:30:00,41.3421,100.61,0.691419,0.147226,0.0,0.0,1496.23,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
11673,13,2025-04-24 12:45:00,36.8224,99.9729,0.578723,0.0773756,0.0,0.0,1490.59,0.85,NORMAL,,
11693,13,2025-04-24 13:00:00,25.6087,100.987,0.817835,0.232822,0.0,0.0,1489.97,0.85,NORMAL,,
11713,13,2025-04-24 13:15:00,37.3507,97.7077,0.547901,0.413576,0.0,0.0,1488.43,0.85,NORMAL,,
11733,13,2025-04-24 13:30:00,28.1766,94.0105,0.820468,0.363366,0.0,0.0,1496.57,0.85,NORMAL,,
11753,13,2025-04-24 13:45:00,32.5679,98.5964,0.911935,0.470464,0.0,0.0,1490.54,0.85,NORMAL,,
11773,13,2025-04-24 14:00:00,31.2685,96.717,0.677149,0.309404,0.0,0.0,1494.26,0.85,NORMAL,,
11793,13,2025-04-24 14:15:00,37.2421,98.4573,0.555798,0.267161,0.0,0.0,1495.39,0.85,NORMAL,,
11813,13,2025-04-24 14:30:00,39.7705,94.0903,0.898803,0.407078,0.0,0.0,1498.8,0.85,NORMAL,,
11833,13,2025-04-24 14:45:00,24.8889,92.7147,1.19654,0.423685,0.0,0.0,1498.34,0.85,ALERT,vibration,ALERT_13_VIBRATION
11853,13,2025-04-24 15:00:00,33.2952,97.5676,0.598106,0.219217,0.0,0.0,1494.36,0.85,NORMAL,,
11873,13,2025-04-24 15:15:00,34.6107,96.7968,0.887761,0.245386,0.0,0.0,1500.26,0.85,NORMAL,,
11893,13,2025-04-24 15:30:00,36.9536,100.852,1.01016,0.291534,0.0,0.0,1500.89,0.85,ALERT,vibration,ALERT_13_VIBRATION
11913,13,2025-04-24 15:45:00,33.9879,89.683,0.613587,0.259439,0.0,0.0,1498.08,0.85,NORMAL,,
11933,13,2025-04-24 16:00:00,30.4062,101.124,0.865824,0.229827,0.0,0.0,1491.1,0.85,NORMAL,,
11953,13,2025-04-24 16:15:00,37.9791,98.0504,1.13958,0.39491,0.0,0.0,1488.86,0.85,ALERT,vibration,ALERT_13_VIBRATION
11973,13,2025-04-24 16:30:00,30.4299,100.584,0.394658,0.447687,0.0,0.0,1495.15,0.85,NORMAL,,
11993,13,2025-04-24 16:45:00,27.4008,95.4411,0.816214,0.266641,0.0,0.0,1488.69,0.85,NORMAL,,
12013,13,2025-04-25 07:00:00,35.9353,88.9011,0.426219,0.27996,0.0,0.0,1491.31,0.85,NORMAL,,
12033,13,2025-04-25 07:15:00,37.5295,93.0633,0.512221,0.276523,0.0,0.0,1498.3,0.85,NORMAL,,
12053,13,2025-04-25 07:30:00,40.2171,106.132,0.735828,0.407376,0.0,0.0,1496.54,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
12073,13,2025-04-25 07:45:00,41.0101,91.8891,1.01481,0.208819,0.0,0.0,1497.37,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
12093,13,2025-04-25 08:00:00,31.4861,92.1075,0.611247,0.333643,0.0,0.0,1504.05,0.85,NORMAL,,
12113,13,2025-04-25 08:15:00,33.5762,102.093,0.518015,0.178386,0.0,0.0,1491.49,0.85,NORMAL,,
12133,13,2025-04-25 08:30:00,28.644,104.247,0.407854,0.355776,0.0,0.0,1490.74,0.85,NORMAL,,
12153,13,2025-04-25 08:45:00,30.5885,100.343,1.05424,0.304649,0.0,0.0,1503.82,0.85,ALERT,vibration,ALERT_13_VIBRATION
12173,13,2025-04-25 09:00:00,27.6372,96.0607,0.710191,0.311723,0.0,0.0,1497.26,0.85,NORMAL,,
12193,13,2025-04-25 09:15:00,36.243,102.91,0.5119,0.40196,0.0,0.0,1492.42,0.85,NORMAL,,
12213,13,2025-04-25 09:30:00,36.3419,97.0345,0.576967,0.24653,0.0,0.0,1505.08,0.85,NORMAL,,
12233,13,2025-04-25 09:45:00,40.0526,91.9971,0.815136,0.189517,0.0,0.0,1497.43,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
12253,13,2025-04-25 10:00:00,35.7815,94.6797,0.452068,0.265397,0.0,0.0,1493.81,0.85,NORMAL,,
12273,13,2025-04-25 10:15:00,35.4984,102.047,0.807774,0.274247,0.0,0.0,1500.63,0.85,NORMAL,,
12293,13,2025-04-25 10:30:00,39.541,92.5278,0.625125,0.184393,0.0,0.0,1500.38,0.85,NORMAL,,
12313,13,2025-04-25 10:45:00,30.9388,99.5566,0.542653,0.502256,0.0,0.0,1497.49,0.85,ALERT,acceleration,ALERT_13_ACCELERATION
12333,13,2025-04-25 11:00:00,45.1473,97.1726,0.752518,0.249813,0.0,0.0,1487.81,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
12353,13,2025-04-25 11:15:00,31.7717,96.3809,0.625463,0.419795,0.0,0.0,1491.13,0.85,NORMAL,,
12373,13,2025-04-25 11:30:00,38.2566,98.2727,0.676174,0.212894,0.0,0.0,1492.5,0.85,NORMAL,,
12393,13,2025-04-25 11:45:00,35.3793,100.15,0.94459,0.324066,0.0,0.0,1490.11,0.85,NORMAL,,
12413,13,2025-04-25 12:00:00,24.4092,103.449,0.856251,0.336329,0.0,0.0,1504.14,0.85,NORMAL,,
12433,13,2025-04-25 12:15:00,39.7158,99.4344,0.689565,0.115541,0.0,0.0,1501.33,0.85,NORMAL,,
12453,13,2025-04-25 12:30:00,39.6113,95.4177,0.955432,0.317456,0.0,0.0,1490.86,0.85,NORMAL,,
12473,13,2025-04-25 12:45:00,36.6846,93.84,0.6477,0.416853,0.0,0.0,1493.6,0.85,NORMAL,,
12493,13,2025-04-25 13:00:00,35.8555,100.09,0.500614,0.24879,0.0,0.0,1496.75,0.85,NORMAL,,
12513,13,2025-04-25 13:15:00,40.9893,103.018,0.615708,0.342955,0.0,0.0,1484.45,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
12533,13,2025-04-25 13:30:00,39.9366,94.7832,0.571125,0.411988,0.0,0.0,1492.44,0.85,NORMAL,,
12553,13,2025-04-25 13:45:00,39.6745,100.335,0.808892,0.315821,0.0,0.0,1492.9,0.85,NORMAL,,
12573,13,2025-04-25 14:00:00,39.6582,90.1226,0.68636,0.370387,0.0,0.0,1492.84,0.85,NORMAL,,
12593,13,2025-04-25 14:15:00,36.0112,96.5872,0.917176,0.283712,0.0,0.0,1495.94,0.85,NORMAL,,
12613,13,2025-04-25 14:30:00,24.9858,93.0531,0.66937,0.24699,0.0,0.0,1502.28,0.85,NORMAL,,
12633,13,2025-04-25 14:45:00,46.1134,104.723,0.960843,0.492898,0.0,0.0,1495.34,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
12653,13,2025-04-25 15:00:00,26.369,98.9521,0.7797,0.398326,0.0,0.0,1489.92,0.85,NORMAL,,
12673,13,2025-04-25 15:15:00,27.1165,107.72,0.53066,0.396527,0.0,0.0,1499.2,0.85,NORMAL,,
12693,13,2025-04-25 15:30:00,24.2363,101.034,0.798121,0.433318,0.0,0.0,1491.96,0.85,NORMAL,,
12713,13,2025-04-25 15:45:00,39.1947,100.007,0.406586,0.275063,0.0,0.0,1499.59,0.85,NORMAL,,
12733,13,2025-04-25 16:00:00,35.0921,90.5841,0.160069,0.317613,0.0,0.0,1492.2,0.85,NORMAL,,
12753,13,2025-04-25 16:15:00,33.6919,100.701,0.656496,0.564674,0.0,0.0,1496.66,0.85,ALERT,acceleration,ALERT_13_ACCELERATION
12773,13,2025-04-25 16:30:00,37.4524,96.1816,0.752199,0.31385,0.0,0.0,1489.92,0.85,NORMAL,,
12793,13,2025-04-25 16:45:00,29.7226,92.6916,0.774328,0.185049,0.0,0.0,1496.51,0.85,NORMAL,,
12813,13,2025-04-26 07:00:00,36.7831,88.0533,0.644799,0.116342,0.0,0.0,1507.32,0.85,NORMAL,,
12833,13,2025-04-26 07:15:00,30.2801,100.373,0.654702,0.354115,0.0,0.0,1493.47,0.85,NORMAL,,
12853,13,2025-04-26 07:30:00,30.6412,98.6004,0.760532,0.503025,0.0,0.0,1494.28,0.85,ALERT,acceleration,ALERT_13_ACCELERATION
12873,13,2025-04-26 07:45:00,27.5569,92.6574,0.592866,0.186067,0.0,0.0,1491.09,0.85,NORMAL,,
12893,13,2025-04-26 08:00:00,36.9089,101.748,0.496115,0.309622,0.0,0.0,1495.6,0.85,NORMAL,,
12913,13,2025-04-26 08:15:00,38.783,95.4997,0.574198,0.331056,0.0,0.0,1498.48,0.85,NORMAL,,
12933,13,2025-04-26 08:30:00,36.063,89.0175,0.570408,0.349381,0.0,0.0,1499.93,0.85,NORMAL,,
12953,13,2025-04-26 08:45:00,29.522,99.2286,0.810689,0.369263,0.0,0.0,1507.32,0.85,NORMAL,,
12973,13,2025-04-26 09:00:00,37.7694,97.9648,1.03685,0.153499,0.0,0.0,1499.33,0.85,ALERT,vibration,ALERT_13_VIBRATION
12993,13,2025-04-26 09:15:00,35.2327,98.4563,0.330462,0.161321,0.0,0.0,1495.83,0.85,NORMAL,,
13013,13,2025-04-26 09:30:00,34.468,97.9732,0.537134,0.388259,0.0,0.0,1495.36,0.85,NORMAL,,
13033,13,2025-04-26 09:45:00,35.3326,103.453,0.581013,0.339767,0.0,0.0,1500.36,0.85,NORMAL,,
13053,13,2025-04-26 10:00:00,34.4772,97.5624,0.937285,0.393592,0.0,0.0,1486.45,0.85,NORMAL,,
13073,13,2025-04-26 10:15:00,31.452,103.023,0.904957,0.326366,0.0,0.0,1494.86,0.85,NORMAL,,
13093,13,2025-04-26 10:30:00,36.6388,88.4551,0.944884,0.152087,0.0,0.0,1501.65,0.85,NORMAL,,
13113,13,2025-04-26 10:45:00,36.5492,92.7808,0.792997,0.363327,0.0,0.0,1501.06,0.85,NORMAL,,
13133,13,2025-04-26 11:00:00,40.6827,96.162,0.763407,0.329057,0.0,0.0,1493.3,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
13153,13,2025-04-26 11:15:00,36.1091,92.1308,0.411973,0.347966,0.0,0.0,1494.99,0.85,NORMAL,,
13173,13,2025-04-26 11:30:00,35.8698,98.6084,0.836816,0.293265,0.0,0.0,1494.94,0.85,NORMAL,,
13193,13,2025-04-26 11:45:00,28.51,94.6627,0.744906,0.31621,0.0,0.0,1501.17,0.85,NORMAL,,
13213,13,2025-04-26 12:00:00,34.1093,103.087,0.74371,0.489889,0.0,0.0,1502.39,0.85,NORMAL,,
13233,13,2025-04-26 12:15:00,32.0128,94.1018,0.618408,0.168476,0.0,0.0,1498.59,0.85,NORMAL,,
13253,13,2025-04-26 12:30:00,42.0257,85.9959,0.675353,0.350334,0.0,0.0,1499.11,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
13273,13,2025-04-26 12:45:00,37.7766,100.943,0.467136,0.383044,0.0,0.0,1493.97,0.85,NORMAL,,
13293,13,2025-04-26 13:00:00,26.2218,101.959,0.919487,0.264299,0.0,0.0,1495.66,0.85,NORMAL,,
13313,13,2025-04-26 13:15:00,25.8335,98.2337,0.555324,0.471156,0.0,0.0,1493.98,0.85,NORMAL,,
13333,13,2025-04-26 13:30:00,36.5383,103.507,0.682874,0.442268,0.0,0.0,1489.48,0.85,NORMAL,,
13353,13,2025-04-26 13:45:00,38.1276,96.6621,0.395786,0.271076,0.0,0.0,1489.09,0.85,NORMAL,,
13373,13,2025-04-26 14:00:00,45.5613,86.9641,0.820519,0.265429,0.0,0.0,1487.33,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
13393,13,2025-04-26 14:15:00,38.2147,99.2959,0.434877,0.194131,0.0,0.0,1497.3,0.85,NORMAL,,
13413,13,2025-04-26 14:30:00,33.7571,96.1122,0.661875,0.284263,0.0,0.0,1484.63,0.85,NORMAL,,
13433,13,2025-04-26 14:45:00,36.3279,92.3235,1.05621,0.22055,0.0,0.0,1498.29,0.85,ALERT,vibration,ALERT_13_VIBRATION
13453,13,2025-04-26 15:00:00,34.9463,96.1447,0.704292,0.384461,0.0,0.0,1489.92,0.85,NORMAL,,
13473,13,2025-04-26 15:15:00,29.2842,95.0709,0.405846,0.301589,0.0,0.0,1503.15,0.85,NORMAL,,
13493,13,2025-04-26 15:30:00,29.9119,105.361,0.813296,0.303399,0.0,0.0,1504.96,0.85,NORMAL,,
13513,13,2025-04-26 15:45:00,30.8115,96.7556,0.425482,0.285008,0.0,0.0,1491.49,0.85,NORMAL,,
13533,13,2025-04-26 16:00:00,28.2936,103.571,0.761679,0.243754,0.0,0.0,1506.81,0.85,NORMAL,,
13553,13,2025-04-26 16:15:00,34.5935,98.1834,0.887064,0.396777,0.0,0.0,1489.87,0.85,NORMAL,,
13573,13,2025-04-26 16:30:00,25.2823,94.9933,0.711491,0.222499,0.0,0.0,1494.46,0.85,NORMAL,,
13593,13,2025-04-26 16:45:00,37.2321,102.562,0.600421,0.472218,0.0,0.0,1497.25,0.85,NORMAL,,
13613,13,2025-04-28 07:00:00,35.6386,97.1233,0.782796,0.459124,0.0,0.0,1503.14,0.85,NORMAL,,
13633,13,2025-04-28 07:15:00,40.0935,95.301,0.86285,0.238184,0.0,0.0,1489.22,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
13653,13,2025-04-28 07:30:00,38.4965,95.2999,0.929881,0.434856,0.0,0.0,1496.2,0.85,NORMAL,,
13673,13,2025-04-28 07:45:00,28.4092,87.587,0.814101,0.235575,0.0,0.0,1487.74,0.85,NORMAL,,
13693,13,2025-04-28 08:00:00,38.3449,97.2171,0.689543,0.268849,0.0,0.0,1489.96,0.85,NORMAL,,
13713,13,2025-04-28 08:15:00,30.0622,99.7762,0.626865,0.260833,0.0,0.0,1499.84,0.85,NORMAL,,
13733,13,2025-04-28 08:30:00,38.0597,87.4927,0.84323,0.292818,0.0,0.0,1489.54,0.85,NORMAL,,
13753,13,2025-04-28 08:45:00,35.4622,102.782,0.72726,0.327907,0.0,0.0,1495.58,0.85,NORMAL,,
13773,13,2025-04-28 09:00:00,37.2708,89.1756,0.831009,0.283211,0.0,0.0,1496.4,0.85,NORMAL,,
13793,13,2025-04-28 09:15:00,40.6446,99.7992,0.946985,0.359229,0.0,0.0,1501.5,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
13813,13,2025-04-28 09:30:00,34.8749,97.8416,0.673691,0.365771,0.0,0.0,1497.45,0.85,NORMAL,,
13833,13,2025-04-28 09:45:00,39.0297,97.9544,0.545457,0.295365,0.0,0.0,1488.41,0.85,NORMAL,,
13853,13,2025-04-28 10:00:00,45.7429,101.873,0.994225,0.323536,0.0,0.0,1492.76,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
13873,13,2025-04-28 10:15:00,29.6559,94.9214,1.04603,0.264095,0.0,0.0,1486.72,0.85,ALERT,vibration,ALERT_13_VIBRATION
13893,13,2025-04-28 10:30:00,35.4614,98.4543,0.599706,0.33154,0.0,0.0,1496.88,0.85,NORMAL,,
13913,13,2025-04-28 10:45:00,31.027,95.007,0.778951,0.613988,0.0,0.0,1494.84,0.85,ALERT,acceleration,ALERT_13_ACCELERATION
13933,13,2025-04-28 11:00:00,28.2415,98.8857,0.935637,0.45364,0.0,0.0,1502.41,0.85,NORMAL,,
13953,13,2025-04-28 11:15:00,32.9174,95.6522,1.00722,0.271066,0.0,0.0,1494.99,0.85,ALERT,vibration,ALERT_13_VIBRATION
13973,13,2025-04-28 11:30:00,40.8895,105.125,0.73099,0.364918,0.0,0.0,1497.13,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
13993,13,2025-04-28 11:45:00,41.0853,89.214,0.750733,0.102518,0.0,0.0,1491.66,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
14013,13,2025-04-28 12:00:00,41.8908,103.693,0.895908,0.210002,0.0,0.0,1500.74,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
14033,13,2025-04-28 12:15:00,29.1245,103.15,0.73857,0.23118,0.0,0.0,1497.91,0.85,NORMAL,,
14053,13,2025-04-28 12:30:00,32.6028,103.054,0.543234,0.183536,0.0,0.0,1491.92,0.85,NORMAL,,
14073,13,2025-04-28 12:45:00,32.0609,94.7951,1.07935,0.332825,0.0,0.0,1501.79,0.85,ALERT,vibration,ALERT_13_VIBRATION
14093,13,2025-04-28 13:00:00,31.8787,96.8029,0.563287,0.38773,0.0,0.0,1497.04,0.85,NORMAL,,
14113,13,2025-04-28 13:15:00,45.7234,103.662,0.747571,0.262736,0.0,0.0,1500.57,0.85,ALERT,temperature,ALERT_13_TEMPERATURE
14133,13,2025-04-28 13:30:00,32.4778,96.922,0.660733,0.328628,0.0,0.0,1499.1,0.85,NORMAL,,
14153,13,2025-04-28 13:45:00,39.1301,95.7763,0.411047,0.391341,0.0,0.0,1494.47,0.85,NORMAL,,
14173,13,2025-04-28 14:00:00,39.1064,106.337,0.92472,0.481774,0.0,0.0,1497.91,0.85,NORMAL,,
