motor_id,timestamp,temperature,vibration,courant,score_if,score_rules,score_hybride,is_anomalie,di,niveau_risque,health_score,n_exceed,buffer_size
1,2026-02-25 02:34:59,34.83,0.6867,58.96,0.0,0.0,0.0,0,0.0012,FAIBLE,75.5,0,20
5,2026-02-25 02:34:59,133.52,0.7047,56.94,0.0999,1.0,0.73,1,0.7254,ÉLEVÉ,59.1,2,20
18,2026-02-25 02:34:59,35.83,5.9392,25.47,0.2,0.7,0.55,1,0.5554,ÉLEVÉ,52.6,2,20
21,2026-02-25 02:34:59,336.39,17.773,122.49,0.4013,1.0,0.8204,1,0.8275,CRITIQUE,36.1,4,20
1,2026-02-25 02:35:04,34.91,0.6723,58.97,0.0,0.0,0.0,0,0.0012,FAIBLE,75.9,0,20
5,2026-02-25 02:35:04,133.16,0.6791,56.66,0.0561,1.0,0.7168,1,0.7254,ÉLEVÉ,59.1,2,20
18,2026-02-25 02:35:04,34.94,5.9652,24.3,0.2,0.7,0.55,1,0.5554,ÉLEVÉ,52.7,2,20
21,2026-02-25 02:35:04,338.18,17.7843,129.73,0.4493,1.0,0.8348,1,0.8277,CRITIQUE,36.1,4,20
1,2026-02-25 02:35:09,35.59,0.6999,57.38,0.033,0.0,0.0099,0,0.0013,FAIBLE,78.3,0,20
5,2026-02-25 02:35:09,134.05,0.687,55.33,0.0915,1.0,0.7274,1,0.7254,ÉLEVÉ,58.9,2,20
18,2026-02-25 02:35:09,34.43,6.1263,23.87,0.2,0.7,0.55,1,0.5553,ÉLEVÉ,52.2,2,20
21,2026-02-25 02:35:09,337.26,17.7843,125.8,0.4139,1.0,0.8242,1,0.8276,CRITIQUE,36.1,4,20
1,2026-02-25 02:35:14,33.94,0.7275,56.55,0.0,0.0,0.0,0,0.0013,FAIBLE,76.4,0,20
5,2026-02-25 02:35:14,134.23,0.6992,57.45,0.0873,1.0,0.7262,1,0.7253,ÉLEVÉ,58.9,2,20
18,2026-02-25 02:35:14,34.51,6.0114,24.1,0.2,0.7,0.55,1,0.5552,ÉLEVÉ,52.6,2,20
21,2026-02-25 02:35:14,338.91,17.8561,127.11,0.4739,1.0,0.8422,1,0.8278,CRITIQUE,36.1,4,20
1,2026-02-25 02:35:19,35.49,0.7199,57.75,0.0369,0.0,0.0111,0,0.0014,FAIBLE,77.1,0,20
5,2026-02-25 02:35:19,134.94,0.6581,58.71,0.1239,1.0,0.7372,1,0.7255,ÉLEVÉ,59.2,2,20
18,2026-02-25 02:35:19,35.27,5.9969,24.05,0.2,0.7,0.55,1,0.5551,ÉLEVÉ,52.9,2,20
21,2026-02-25 02:35:19,339.03,17.9341,124.21,0.4496,1.0,0.8349,1,0.8279,CRITIQUE,35.8,4,20
1,2026-02-25 02:35:24,34.11,0.6675,55.88,0.0,0.0,0.0,0,0.0014,FAIBLE,77.2,0,20
5,2026-02-25 02:35:24,134.07,0.6935,58.03,0.0747,1.0,0.7224,1,0.7254,ÉLEVÉ,59.0,2,20
18,2026-02-25 02:35:24,35.36,6.0069,25.01,0.2,0.7,0.55,1,0.555,ÉLEVÉ,53.2,2,20
21,2026-02-25 02:35:24,339.15,17.9162,128.14,0.431,1.0,0.8293,1,0.828,CRITIQUE,35.8,4,20
1,2026-02-25 02:35:29,34.78,0.6895,54.79,0.0,0.0,0.0,0,0.0014,FAIBLE,76.9,0,20
5,2026-02-25 02:35:29,134.58,0.6493,54.02,0.0888,1.0,0.7266,1,0.7254,ÉLEVÉ,59.2,2,20
18,2026-02-25 02:35:29,35.7,6.029,23.73,0.2,0.7,0.55,1,0.555,ÉLEVÉ,53.5,2,20
21,2026-02-25 02:35:29,339.39,17.9188,130.12,0.4274,1.0,0.8282,1,0.828,CRITIQUE,36.0,4,20
1,2026-02-25 02:35:34,35.54,0.6968,58.23,0.0,0.0,0.0,0,0.0014,FAIBLE,76.9,0,20
5,2026-02-25 02:35:34,134.08,0.6547,59.78,0.0648,1.0,0.7194,1,0.7254,ÉLEVÉ,59.5,2,20
18,2026-02-25 02:35:34,35.0,6.0311,24.75,0.2,0.7,0.55,1,0.5549,ÉLEVÉ,53.8,2,20
21,2026-02-25 02:35:34,340.08,17.9404,123.91,0.4178,1.0,0.8253,1,0.8279,CRITIQUE,36.2,4,20
1,2026-02-25 02:35:39,34.59,0.675,56.33,0.0,0.0,0.0,0,0.0014,FAIBLE,77.2,0,20
5,2026-02-25 02:35:39,134.63,0.653,54.99,0.0627,1.0,0.7188,1,0.7253,ÉLEVÉ,59.5,2,20
18,2026-02-25 02:35:39,34.65,6.0251,25.75,0.2,0.7,0.55,1,0.5549,ÉLEVÉ,54.0,2,20
21,2026-02-25 02:35:39,340.01,17.9821,125.7,0.4496,1.0,0.8349,1,0.828,CRITIQUE,36.2,4,20
1,2026-02-25 02:35:44,34.23,0.7302,58.08,0.0,0.0,0.0,0,0.0014,FAIBLE,77.5,0,20
5,2026-02-25 02:35:44,135.84,0.6803,55.02,0.1065,1.0,0.7319,1,0.7255,ÉLEVÉ,59.1,2,20
18,2026-02-25 02:35:44,35.43,6.0137,24.62,0.2,0.7,0.55,1,0.5549,ÉLEVÉ,54.0,2,20
21,2026-02-25 02:35:44,341.51,17.9693,133.15,0.4802,1.0,0.8441,1,0.8283,CRITIQUE,36.3,4,20
1,2026-02-25 02:35:49,34.61,0.6664,59.82,0.0,0.0,0.0,0,0.0014,FAIBLE,77.7,0,20
5,2026-02-25 02:35:49,135.32,0.7169,57.64,0.096,1.0,0.7288,1,0.7255,ÉLEVÉ,59.4,2,20
18,2026-02-25 02:35:49,35.2,6.0641,25.22,0.2,0.7,0.55,1,0.5548,ÉLEVÉ,54.3,2,20
21,2026-02-25 02:35:49,339.9,18.0191,130.16,0.3884,1.0,0.8165,1,0.828,CRITIQUE,36.2,4,20
1,2026-02-25 02:35:54,34.44,0.6967,58.29,0.0,0.0,0.0,0,0.0014,FAIBLE,77.7,0,20
5,2026-02-25 02:35:54,135.76,0.6614,57.46,0.0828,1.0,0.7248,1,0.7254,ÉLEVÉ,59.6,2,20
18,2026-02-25 02:35:54,34.07,6.0973,25.23,0.2,0.7,0.55,1,0.5548,ÉLEVÉ,54.6,2,20
21,2026-02-25 02:35:54,341.36,18.0517,130.81,0.4538,1.0,0.8361,1,0.8281,CRITIQUE,36.3,4,20
1,2026-02-25 02:35:59,35.15,0.695,54.86,0.0,0.0,0.0,0,0.0013,FAIBLE,77.6,0,20
5,2026-02-25 02:35:59,135.86,0.7073,53.86,0.1071,1.0,0.7321,1,0.7255,ÉLEVÉ,59.6,2,20
18,2026-02-25 02:35:59,34.05,6.2237,24.96,0.2,0.7,0.55,1,0.5547,ÉLEVÉ,52.8,2,20
21,2026-02-25 02:35:59,342.01,18.0906,131.15,0.4433,1.0,0.833,1,0.8283,CRITIQUE,36.2,4,20
1,2026-02-25 02:36:04,34.71,0.7012,57.88,0.0,0.0,0.0,0,0.0013,FAIBLE,77.6,0,20
5,2026-02-25 02:36:04,135.56,0.6942,57.27,0.0828,1.0,0.7248,1,0.7255,ÉLEVÉ,59.7,2,20
18,2026-02-25 02:36:04,35.34,6.106,24.82,0.2,0.7,0.55,1,0.5546,ÉLEVÉ,53.3,2,20
21,2026-02-25 02:36:04,341.72,18.1211,126.61,0.3884,1.0,0.8165,1,0.8281,CRITIQUE,36.2,4,20
1,2026-02-25 02:36:09,35.24,0.705,55.06,0.0,0.0,0.0,0,0.0013,FAIBLE,77.7,0,20
5,2026-02-25 02:36:09,135.54,0.6624,57.49,0.0864,1.0,0.7259,1,0.7256,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:36:09,35.5,6.092,24.33,0.2,0.7,0.55,1,0.5544,ÉLEVÉ,53.5,2,20
21,2026-02-25 02:36:09,343.34,18.1367,121.72,0.4352,1.0,0.8306,1,0.8282,CRITIQUE,36.2,4,20
1,2026-02-25 02:36:14,35.34,0.6896,57.77,0.0306,0.0,0.0092,0,0.0014,FAIBLE,77.7,0,20
5,2026-02-25 02:36:14,136.12,0.6799,57.07,0.1197,1.0,0.7359,1,0.7257,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:36:14,34.37,6.0807,24.9,0.2,0.7,0.55,1,0.5543,ÉLEVÉ,53.6,2,20
21,2026-02-25 02:36:14,342.93,18.1655,130.15,0.4262,1.0,0.8279,1,0.8281,CRITIQUE,36.2,4,20
1,2026-02-25 02:36:19,35.08,0.6878,56.51,0.0,0.0,0.0,0,0.0014,FAIBLE,77.8,0,20
5,2026-02-25 02:36:19,136.07,0.6733,59.75,0.1185,1.0,0.7355,1,0.7258,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:36:19,35.05,6.0493,24.37,0.2,0.7,0.55,1,0.5542,ÉLEVÉ,53.4,2,20
21,2026-02-25 02:36:19,342.93,18.1768,134.66,0.4247,1.0,0.8274,1,0.8282,CRITIQUE,36.2,4,20
1,2026-02-25 02:36:24,34.71,0.7036,58.91,0.0,0.0,0.0,0,0.0014,FAIBLE,77.8,0,20
5,2026-02-25 02:36:24,135.95,0.7179,54.7,0.0708,1.0,0.7212,1,0.7257,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:36:24,34.95,6.0719,24.79,0.2,0.7,0.55,1,0.5541,ÉLEVÉ,53.2,2,20
21,2026-02-25 02:36:24,343.88,18.208,133.54,0.4163,1.0,0.8249,1,0.8281,CRITIQUE,36.1,4,20
1,2026-02-25 02:36:29,34.95,0.7273,54.77,0.0,0.0,0.0,0,0.0014,FAIBLE,78.1,0,20
5,2026-02-25 02:36:29,136.73,0.6677,57.57,0.0882,1.0,0.7265,1,0.7257,ÉLEVÉ,60.3,2,20
18,2026-02-25 02:36:29,34.68,6.136,25.56,0.2,0.7,0.55,1,0.554,ÉLEVÉ,53.5,2,20
21,2026-02-25 02:36:29,344.04,18.2297,127.73,0.4151,1.0,0.8245,1,0.8281,CRITIQUE,36.1,4,20
1,2026-02-25 02:36:34,35.0,0.6922,57.33,0.0,0.0,0.0,0,0.0014,FAIBLE,78.0,0,20
5,2026-02-25 02:36:34,136.15,0.7081,56.48,0.0789,1.0,0.7237,1,0.7256,ÉLEVÉ,60.3,2,20
18,2026-02-25 02:36:34,35.41,6.1101,26.7,0.2,0.7,0.55,1,0.5539,ÉLEVÉ,53.4,2,20
21,2026-02-25 02:36:34,345.03,18.2504,132.89,0.4592,1.0,0.8378,1,0.8282,CRITIQUE,36.1,4,20
1,2026-02-25 02:36:39,34.79,0.6949,54.55,0.0,0.0,0.0,0,0.0014,FAIBLE,78.0,0,20
5,2026-02-25 02:36:39,137.56,0.6978,56.35,0.132,1.0,0.7396,1,0.7257,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:36:39,35.22,6.077,26.07,0.2,0.7,0.55,1,0.5537,ÉLEVÉ,53.1,2,20
21,2026-02-25 02:36:39,344.55,18.2505,127.5,0.3911,1.0,0.8173,1,0.8282,CRITIQUE,36.1,4,20
1,2026-02-25 02:36:44,35.47,0.6992,57.59,0.0,0.0,0.0,0,0.0013,FAIBLE,77.7,0,20
5,2026-02-25 02:36:44,137.2,0.6783,59.62,0.0945,1.0,0.7283,1,0.7257,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:36:44,35.5,6.1167,24.46,0.2321,0.7,0.5596,1,0.5538,ÉLEVÉ,53.1,2,20
21,2026-02-25 02:36:44,346.27,18.3138,134.73,0.4703,1.0,0.8411,1,0.8284,CRITIQUE,36.1,4,20
1,2026-02-25 02:36:49,34.77,0.6945,56.56,0.0,0.0,0.0,0,0.0013,FAIBLE,77.7,0,20
5,2026-02-25 02:36:49,137.31,0.7086,58.96,0.0924,1.0,0.7277,1,0.7258,ÉLEVÉ,60.4,2,20
18,2026-02-25 02:36:49,35.51,6.3146,24.36,0.2136,0.7,0.5541,1,0.5538,ÉLEVÉ,51.2,2,20
21,2026-02-25 02:36:49,346.76,18.343,126.08,0.4355,1.0,0.8306,1,0.8284,CRITIQUE,36.2,4,20
1,2026-02-25 02:36:54,34.9,0.7,61.02,0.0,0.0,0.0,0,0.0012,FAIBLE,77.2,0,20
5,2026-02-25 02:36:54,137.35,0.7238,59.34,0.0723,1.0,0.7217,1,0.7258,ÉLEVÉ,60.3,2,20
18,2026-02-25 02:36:54,35.18,6.1538,24.87,0.2,0.7,0.55,1,0.5538,ÉLEVÉ,51.7,2,20
21,2026-02-25 02:36:54,346.61,18.3379,134.59,0.4274,1.0,0.8282,1,0.8283,CRITIQUE,36.3,4,20
1,2026-02-25 02:36:59,35.34,0.7007,56.16,0.0369,0.0,0.0111,0,0.0013,FAIBLE,76.7,0,20
5,2026-02-25 02:36:59,136.53,0.6787,57.19,0.0738,1.0,0.7221,1,0.7258,ÉLEVÉ,60.1,2,20
18,2026-02-25 02:36:59,35.16,6.1328,24.42,0.201,0.7,0.5503,1,0.5538,ÉLEVÉ,51.6,2,20
21,2026-02-25 02:36:59,347.29,18.3891,132.83,0.4442,1.0,0.8333,1,0.8283,CRITIQUE,36.2,4,20
1,2026-02-25 02:37:04,34.8,0.6873,51.7,0.0,0.0,0.0,0,0.0013,FAIBLE,76.1,0,20
5,2026-02-25 02:37:04,138.07,0.723,56.85,0.1047,1.0,0.7314,1,0.7259,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:37:04,35.62,6.1829,24.55,0.2,0.7,0.55,1,0.5538,ÉLEVÉ,52.1,2,20
21,2026-02-25 02:37:04,346.87,18.4105,124.11,0.4244,1.0,0.8273,1,0.8283,CRITIQUE,36.1,4,20
1,2026-02-25 02:37:09,34.92,0.7145,54.77,0.0,0.0,0.0,0,0.0013,FAIBLE,76.6,0,20
5,2026-02-25 02:37:09,137.4,0.6684,59.88,0.0996,1.0,0.7299,1,0.7259,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:37:09,35.55,6.1834,24.84,0.2,0.7,0.55,1,0.5537,ÉLEVÉ,52.6,2,20
21,2026-02-25 02:37:09,348.17,18.4333,130.56,0.4427,1.0,0.8328,1,0.8284,CRITIQUE,36.1,4,20
1,2026-02-25 02:37:14,34.68,0.7369,58.59,0.0,0.0,0.0,0,0.0013,FAIBLE,77.0,0,20
5,2026-02-25 02:37:14,137.75,0.6834,58.3,0.0936,1.0,0.7281,1,0.7259,ÉLEVÉ,60.1,2,20
18,2026-02-25 02:37:14,35.39,6.1667,24.53,0.2,0.7,0.55,1,0.5537,ÉLEVÉ,52.6,2,20
21,2026-02-25 02:37:14,348.47,18.4729,126.33,0.4538,1.0,0.8361,1,0.8285,CRITIQUE,36.0,4,20
1,2026-02-25 02:37:19,35.21,0.6936,55.16,0.0,0.0,0.0,0,0.0013,FAIBLE,76.6,0,20
5,2026-02-25 02:37:20,137.38,0.7133,57.04,0.0462,1.0,0.7139,1,0.7257,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:37:20,34.77,6.1656,24.76,0.2,0.7,0.55,1,0.5537,ÉLEVÉ,52.6,2,20
21,2026-02-25 02:37:20,347.95,18.471,126.29,0.3932,1.0,0.818,1,0.8284,CRITIQUE,36.0,4,20
1,2026-02-25 02:37:25,35.37,0.693,60.74,0.0,0.0,0.0,0,0.0013,FAIBLE,75.6,0,20
5,2026-02-25 02:37:25,137.01,0.6886,57.6,0.0507,1.0,0.7152,1,0.7256,ÉLEVÉ,60.1,2,20
18,2026-02-25 02:37:25,35.41,6.2229,24.59,0.2,0.7,0.55,1,0.5537,ÉLEVÉ,53.0,2,20
21,2026-02-25 02:37:25,348.34,18.5218,135.18,0.4532,1.0,0.836,1,0.8285,CRITIQUE,36.1,4,20
1,2026-02-25 02:37:30,35.36,0.6694,55.75,0.0,0.0,0.0,0,0.0013,FAIBLE,75.6,0,20
5,2026-02-25 02:37:30,137.89,0.6886,58.05,0.0639,1.0,0.7192,1,0.7255,ÉLEVÉ,60.0,2,20
18,2026-02-25 02:37:30,34.49,6.2195,25.94,0.2,0.7,0.55,1,0.5536,ÉLEVÉ,53.4,2,20
21,2026-02-25 02:37:30,348.33,18.5181,131.0,0.4091,1.0,0.8227,1,0.8284,CRITIQUE,36.2,4,20
1,2026-02-25 02:37:35,34.8,0.6881,55.95,0.0,0.0,0.0,0,0.0013,FAIBLE,75.8,0,20
5,2026-02-25 02:37:35,138.64,0.7092,58.64,0.0834,1.0,0.725,1,0.7254,ÉLEVÉ,60.0,2,20
18,2026-02-25 02:37:35,34.07,6.2046,25.47,0.2,0.7,0.55,1,0.5536,ÉLEVÉ,53.7,2,20
21,2026-02-25 02:37:35,349.77,18.5261,131.63,0.4328,1.0,0.8298,1,0.8284,CRITIQUE,36.3,4,20
1,2026-02-25 02:37:40,34.88,0.7062,58.31,0.0,0.0,0.0,0,0.0013,FAIBLE,76.0,0,20
5,2026-02-25 02:37:40,139.0,0.6743,57.19,0.1032,1.0,0.731,1,0.7255,ÉLEVÉ,60.0,2,20
18,2026-02-25 02:37:40,34.91,6.4417,25.08,0.2161,0.7,0.5548,1,0.5536,ÉLEVÉ,51.1,2,20
21,2026-02-25 02:37:40,349.16,18.579,126.46,0.4232,1.0,0.827,1,0.8285,CRITIQUE,36.3,4,20
1,2026-02-25 02:37:45,34.69,0.6941,57.24,0.0,0.0,0.0,0,0.0013,FAIBLE,75.9,0,20
5,2026-02-25 02:37:45,138.83,0.6675,62.84,0.0987,1.0,0.7296,1,0.7255,ÉLEVÉ,60.1,2,20
18,2026-02-25 02:37:45,34.83,6.2262,24.51,0.2036,0.7,0.5511,1,0.5536,ÉLEVÉ,51.5,2,20
21,2026-02-25 02:37:45,350.15,18.617,134.42,0.4043,1.0,0.8213,1,0.8284,CRITIQUE,36.2,4,20
1,2026-02-25 02:37:50,34.31,0.7129,56.97,0.0,0.0,0.0,0,0.0013,FAIBLE,76.3,0,20
5,2026-02-25 02:37:50,139.04,0.663,60.22,0.0876,1.0,0.7263,1,0.7255,ÉLEVÉ,60.1,2,20
18,2026-02-25 02:37:50,34.45,6.2728,23.56,0.2,0.7,0.55,1,0.5535,ÉLEVÉ,52.2,2,20
21,2026-02-25 02:37:50,350.29,18.6122,130.37,0.4208,1.0,0.8262,1,0.8284,CRITIQUE,36.2,4,20
1,2026-02-25 02:37:55,35.27,0.7048,54.92,0.0,0.0,0.0,0,0.0013,FAIBLE,76.3,0,20
5,2026-02-25 02:37:55,139.07,0.6915,61.22,0.09,1.0,0.727,1,0.7255,ÉLEVÉ,60.1,2,20
18,2026-02-25 02:37:55,34.71,6.2229,24.58,0.2,0.7,0.55,1,0.5535,ÉLEVÉ,52.2,2,20
21,2026-02-25 02:37:55,351.24,18.6625,135.53,0.4493,1.0,0.8348,1,0.8284,CRITIQUE,36.2,4,20
1,2026-02-25 02:38:00,34.88,0.6994,55.45,0.0,0.0,0.0,0,0.0012,FAIBLE,76.1,0,20
5,2026-02-25 02:38:00,139.16,0.6578,58.58,0.0963,1.0,0.7289,1,0.7256,ÉLEVÉ,60.1,2,20
18,2026-02-25 02:38:00,35.09,6.2536,25.53,0.2,0.7,0.55,1,0.5534,ÉLEVÉ,52.1,2,20
21,2026-02-25 02:38:00,351.97,18.7029,129.36,0.4427,1.0,0.8328,1,0.8285,CRITIQUE,36.1,4,20
1,2026-02-25 02:38:05,35.45,0.7051,54.86,0.0,0.0,0.0,0,0.0012,FAIBLE,76.1,0,20
5,2026-02-25 02:38:05,139.29,0.6858,57.72,0.0768,1.0,0.723,1,0.7255,ÉLEVÉ,59.9,2,20
18,2026-02-25 02:38:05,34.69,6.2374,25.39,0.2,0.7,0.55,1,0.5534,ÉLEVÉ,51.8,2,20
21,2026-02-25 02:38:05,351.82,18.6521,134.48,0.4334,1.0,0.83,1,0.8285,CRITIQUE,36.1,4,20
1,2026-02-25 02:38:10,34.55,0.7033,58.52,0.009,0.0,0.0027,0,0.0013,FAIBLE,74.9,0,20
5,2026-02-25 02:38:10,139.61,0.6837,54.91,0.1038,1.0,0.7311,1,0.7256,ÉLEVÉ,59.7,2,20
18,2026-02-25 02:38:10,35.72,6.2922,25.43,0.2,0.7,0.55,1,0.5533,ÉLEVÉ,52.3,2,20
21,2026-02-25 02:38:10,351.58,18.7551,131.27,0.3965,1.0,0.8189,1,0.8283,CRITIQUE,36.0,4,20
1,2026-02-25 02:38:15,34.58,0.6972,58.93,0.0122,0.0,0.0037,0,0.0013,FAIBLE,74.8,0,20
5,2026-02-25 02:38:15,138.74,0.6768,55.95,0.0354,1.0,0.7106,1,0.7253,ÉLEVÉ,59.6,2,20
18,2026-02-25 02:38:15,35.21,6.2727,25.43,0.2,0.7,0.55,1,0.5533,ÉLEVÉ,52.3,2,20
21,2026-02-25 02:38:15,352.84,18.7449,127.64,0.4487,1.0,0.8346,1,0.8284,CRITIQUE,36.0,4,20
1,2026-02-25 02:38:20,35.72,0.6685,58.21,0.0,0.0,0.0,0,0.0013,FAIBLE,75.9,0,20
5,2026-02-25 02:38:20,139.91,0.6987,58.93,0.0813,1.0,0.7244,1,0.7253,ÉLEVÉ,59.6,2,20
18,2026-02-25 02:38:20,34.77,6.2583,24.48,0.2,0.7,0.55,1,0.5533,ÉLEVÉ,51.9,2,20
21,2026-02-25 02:38:20,353.54,18.7664,133.03,0.4181,1.0,0.8254,1,0.8283,CRITIQUE,36.2,4,20
1,2026-02-25 02:38:25,35.44,0.6715,58.56,0.0,0.0,0.0,0,0.0013,FAIBLE,76.6,0,20
5,2026-02-25 02:38:25,139.9,0.6641,56.22,0.0777,1.0,0.7233,1,0.7252,ÉLEVÉ,59.7,2,20
18,2026-02-25 02:38:25,35.01,6.3115,25.95,0.2,0.7,0.55,1,0.5533,ÉLEVÉ,52.1,2,20
21,2026-02-25 02:38:25,353.55,18.793,130.39,0.4037,1.0,0.8211,1,0.8282,CRITIQUE,36.2,4,20
1,2026-02-25 02:38:30,35.49,0.6646,56.58,0.0,0.0,0.0,0,0.0013,FAIBLE,77.2,0,20
5,2026-02-25 02:38:30,140.02,0.6858,56.59,0.0801,1.0,0.724,1,0.7252,ÉLEVÉ,59.4,2,20
18,2026-02-25 02:38:30,35.02,6.5356,25.1,0.2178,0.7,0.5553,1,0.5533,ÉLEVÉ,51.1,2,20
21,2026-02-25 02:38:30,353.89,18.8493,137.58,0.4184,1.0,0.8255,1,0.8282,CRITIQUE,36.1,4,20
1,2026-02-25 02:38:35,35.41,0.6631,57.58,0.0,0.0,0.0,0,0.0013,FAIBLE,77.6,0,20
5,2026-02-25 02:38:35,139.93,0.6498,59.34,0.102,1.0,0.7306,1,0.7254,ÉLEVÉ,59.3,2,20
18,2026-02-25 02:38:35,34.87,6.3263,25.07,0.2067,0.7,0.552,1,0.5533,ÉLEVÉ,51.4,2,20
21,2026-02-25 02:38:35,354.58,18.8523,130.56,0.4187,1.0,0.8256,1,0.8282,CRITIQUE,36.2,4,20
1,2026-02-25 02:38:40,35.02,0.7227,56.03,0.0,0.0,0.0,0,0.0013,FAIBLE,77.9,0,20
5,2026-02-25 02:38:40,140.75,0.6925,55.1,0.0804,1.0,0.7241,1,0.7253,ÉLEVÉ,59.4,2,20
18,2026-02-25 02:38:40,36.47,6.284,25.06,0.2159,0.7,0.5548,1,0.5533,ÉLEVÉ,51.1,2,20
21,2026-02-25 02:38:40,354.69,18.8631,131.61,0.4346,1.0,0.8304,1,0.8282,CRITIQUE,36.2,4,20
1,2026-02-25 02:38:45,34.8,0.7098,58.84,0.0,0.0,0.0,0,0.0012,FAIBLE,77.9,0,20
5,2026-02-25 02:38:45,140.85,0.7179,59.94,0.1035,1.0,0.731,1,0.7255,ÉLEVÉ,59.6,2,20
18,2026-02-25 02:38:45,34.2,6.3297,23.99,0.2063,0.7,0.5519,1,0.5533,ÉLEVÉ,51.5,2,20
21,2026-02-25 02:38:45,354.63,18.8978,130.41,0.3938,1.0,0.8181,1,0.828,CRITIQUE,36.2,4,20
1,2026-02-25 02:38:50,34.77,0.7087,54.96,0.0,0.0,0.0,0,0.0012,FAIBLE,77.9,0,20
5,2026-02-25 02:38:50,139.65,0.7209,58.41,0.057,1.0,0.7171,1,0.7253,ÉLEVÉ,59.6,2,20
18,2026-02-25 02:38:50,35.19,6.3476,24.13,0.2,0.7,0.55,1,0.5533,ÉLEVÉ,51.8,2,20
21,2026-02-25 02:38:50,356.22,18.9455,129.15,0.4325,1.0,0.8297,1,0.828,CRITIQUE,36.2,4,20
1,2026-02-25 02:38:55,35.48,0.6698,55.95,0.0,0.0,0.0,0,0.0012,FAIBLE,78.6,0,20
5,2026-02-25 02:38:55,140.52,0.6958,59.59,0.0942,1.0,0.7283,1,0.7253,ÉLEVÉ,59.7,2,20
18,2026-02-25 02:38:55,35.57,6.3366,25.66,0.2,0.7,0.55,1,0.5533,ÉLEVÉ,51.8,2,20
21,2026-02-25 02:38:55,356.3,18.9454,139.31,0.4505,1.0,0.8351,1,0.8281,CRITIQUE,36.2,4,20
1,2026-02-25 02:39:00,35.16,0.6939,57.65,0.0,0.0,0.0,0,0.0011,FAIBLE,78.6,0,20
5,2026-02-25 02:39:00,141.04,0.6693,59.93,0.1209,1.0,0.7363,1,0.7255,ÉLEVÉ,59.5,2,20
18,2026-02-25 02:39:00,34.37,6.3743,25.44,0.2,0.7,0.55,1,0.5533,ÉLEVÉ,52.1,2,20
21,2026-02-25 02:39:00,356.02,18.9698,124.73,0.4304,1.0,0.8291,1,0.8281,CRITIQUE,36.2,4,20
1,2026-02-25 02:39:05,35.16,0.7239,56.33,0.0,0.0,0.0,0,0.0011,FAIBLE,78.6,0,20
5,2026-02-25 02:39:05,140.47,0.6674,57.11,0.0774,1.0,0.7232,1,0.7255,ÉLEVÉ,59.6,2,20
18,2026-02-25 02:39:05,35.38,6.3735,24.92,0.2,0.7,0.55,1,0.5532,ÉLEVÉ,52.5,2,20
21,2026-02-25 02:39:05,356.88,19.0091,134.56,0.4565,1.0,0.8369,1,0.8282,CRITIQUE,36.1,4,20
1,2026-02-25 02:39:10,34.86,0.6973,57.77,0.0,0.0,0.0,0,0.0011,FAIBLE,78.2,0,20
5,2026-02-25 02:39:10,141.99,0.6899,55.42,0.1005,1.0,0.7301,1,0.7255,ÉLEVÉ,59.7,2,20
18,2026-02-25 02:39:10,35.16,6.3304,24.71,0.2327,0.7,0.5598,1,0.5533,ÉLEVÉ,52.3,2,20
21,2026-02-25 02:39:10,357.3,19.0341,128.02,0.4259,1.0,0.8278,1,0.8282,CRITIQUE,36.1,4,20
1,2026-02-25 02:39:15,34.66,0.723,57.25,0.0,0.0,0.0,0,0.001,FAIBLE,78.2,0,20
5,2026-02-25 02:39:15,141.3,0.7171,56.41,0.069,1.0,0.7207,1,0.7254,ÉLEVÉ,59.7,2,20
18,2026-02-25 02:39:15,35.05,6.3495,24.71,0.2,0.7,0.55,1,0.5533,ÉLEVÉ,52.1,2,20
21,2026-02-25 02:39:15,357.07,19.0379,138.92,0.4373,1.0,0.8312,1,0.8281,CRITIQUE,36.2,4,20
1,2026-02-25 02:39:20,35.28,0.6689,55.16,0.0,0.0,0.0,0,0.001,FAIBLE,78.6,0,20
5,2026-02-25 02:39:20,141.77,0.7036,57.97,0.0882,1.0,0.7265,1,0.7254,ÉLEVÉ,59.8,2,20
18,2026-02-25 02:39:20,34.52,6.6109,24.29,0.2155,0.7,0.5546,1,0.5532,ÉLEVÉ,51.1,2,20
21,2026-02-25 02:39:20,357.88,19.0901,131.08,0.4319,1.0,0.8296,1,0.8281,CRITIQUE,36.2,4,20
1,2026-02-25 02:39:25,35.53,0.6947,57.26,0.0366,0.0,0.011,0,0.0011,FAIBLE,78.5,0,20
5,2026-02-25 02:39:25,141.08,0.6937,59.36,0.0612,1.0,0.7184,1,0.7254,ÉLEVÉ,59.7,2,20
18,2026-02-25 02:39:25,35.45,6.4025,25.54,0.2065,0.7,0.552,1,0.553,ÉLEVÉ,51.4,2,20
